index,closePrice,highPrice,lowPrice,openPrice,totalValue,totalVolume,vwap,bcClosePrice,ret,retLog,retVar,retSkr,retKur,retAc,retBc,corrBc,label,label5,retTrackBc,ma5,ma10,maDiff10,priceAmp,sIndicator,index,spread_max,spread_min,spread_mean,spread_std,lastPrice_max,lastPrice_min,lastPrice_mean,lastPrice_std,midPrice_max,midPrice_min,midPrice_mean,midPrice_std,trackError_max,trackError_std,midSpread_z_score_,deal_sum,volumePerDeal_max,volumePerDeal_min,volumePerDeal_mean,volumePerDeal_std,valuePerDeal_max,valuePerDeal_min,valuePerDeal_mean,valuePerDeal_std,volumePerDeal,valuePerDeal
1.0,0.7124851932467595,0.7122597805481401,0.7127276403879793,0.7124128908491938,-0.10641356653359416,-0.13735291409792688,0.7124288415247656,0.7792016238737731,-0.009210424124810303,-0.009094225895876872,-0.1504687186211735,0.03804004170020154,0.000883158766285111,-0.06903024486139742,0.003656210630148864,0.012195076024045726,-0.009210424124810303,-0.030323475552933302,-0.012501896639040914,0.7128986531500862,0.7131841181730275,-0.019661667085230733,-0.08687154294334062,-0.00516130355511435,0.0427413874306036,-0.04254712137249885,-0.02882919268507122,-0.07612045564991403,0.046063431145935196,0.7122382674725951,0.712639341224744,0.7124688499401449,-0.03416513302232552,0.7121271672294242,0.7127733646449035,0.712414572413109,-0.06193506200037158,-0.10924175040705598,-0.08253205965345095,-0.03936943132451203,-0.20994388652740828,-0.43979869943609967,-0.4415438713291678,-0.44074775233865593,-0.03762566778166001,-0.2379970286638966,-0.23904449131319397,-0.2385720123561716,-0.01884777947307771,-0.011895696463644165,0.007033445241822474
0.7124851932467595,1.0,0.9997890079491271,0.9997550658206844,0.9994407559858757,-0.06783246688618008,-0.1135661070913816,0.9998249228133061,0.9244625830197727,0.0059432780450804175,0.006095132583809568,-0.17542718856719525,0.0673274529743648,-0.0013400638458572667,-0.08105230454623757,0.019428562123641056,-0.06552462465606189,0.0059432780450804175,-0.06657700622872638,-0.001592939599706716,0.9993716089787744,0.9985464632155565,0.014052526865954377,-0.09381185178306284,-0.04471761584063375,0.025192034627696595,0.0038989351236653415,-0.04930404803872296,-0.07996502655374106,0.06317572855277379,0.9997541608800782,0.9997849819492183,0.9998338591222967,-0.03878735568437193,0.9997450082348704,0.999778411887211,0.9998274471510383,-0.0614197275623627,-0.0015474584287455745,-0.10429560805795991,-0.013246708790496033,-0.1634047800685759,-0.3572187189812685,-0.3579917071968189,-0.3576965072283099,-0.05201861049104995,-0.06486725938464066,-0.06451798339734698,-0.06474037985791681,-0.02622188068952309,-0.0041838556778363315,0.023573602612813622
0.7122597805481401,0.9997890079491271,1.0,0.999721527080766,0.9997459846749773,-0.062286203838065435,-0.10796334967200973,0.9999140264895581,0.9245986691797716,-0.009159046401124806,-0.009020743583603406,-0.17005541980442984,0.06736036197207428,-0.001903728755772457,-0.08076337046129783,0.010227604261936689,-0.06378317599582625,-0.009159046401124806,-0.06580240182397756,-0.015354777672267943,0.9995487170502235,0.9987739106142528,0.01234039886160573,-0.08345326081235806,-0.038511870508204704,0.022472651796492937,0.004744049532342332,-0.05300807461389036,-0.08373196915915779,0.06715875260092137,0.9996170488776639,0.9995579571927714,0.9996465028343546,-0.035123374365225314,0.9996152651531143,0.9995560671328969,0.9996488540440445,-0.05771736995345946,-0.0029680809744333336,-0.10053400769737104,-0.009073691507050244,-0.16552388968945736,-0.3569069792439994,-0.3577802471657122,-0.35743619733992915,-0.04890670541321544,-0.06451749699267616,-0.06427247389550343,-0.06444440089708645,-0.0231760876465946,0.0012449894501302666,0.028920257502844125
0.7127276403879793,0.9997550658206844,0.999721527080766,1.0,0.9997754622694319,-0.07377880838148444,-0.11944921162284504,0.9999100554314162,0.9245042018161684,-0.011023270267115522,-0.010857622191483325,-0.1807673470115789,0.06596935610664215,-0.0007687860318542476,-0.08098252041730229,0.009746828375256747,-0.06745864206527141,-0.011023270267115522,-0.06569477998662007,-0.017343935471606394,0.9995739059905254,0.9988035249219462,0.012189749945620611,-0.1069235631012708,-0.05317700972365186,0.028286572400234987,0.00316995409786804,-0.04387991376793534,-0.0747816965573302,0.05763832138323776,0.9994913951018793,0.9996277415546189,0.9996160001874547,-0.04286910611173455,0.9994859443120604,0.9996311293724098,0.9996188334210715,-0.06553220997615271,-0.004211929308625218,-0.10843606972875566,-0.00936586279403001,-0.1607243865069533,-0.35768068393505714,-0.3583484893788722,-0.35810695099083023,-0.05533698046650015,-0.06526553070389886,-0.06480247656958953,-0.06508304826046393,-0.02959229691853875,-0.00942863153631037,0.01829984114795488
0.7124128908491938,0.9994407559858757,0.9997459846749773,0.9997754622694319,1.0,-0.06833496313840755,-0.11394643401818369,0.9998200622004753,0.9245297212384712,-0.02591673375121934,-0.02576427280832303,-0.17555722556928066,0.06658300740011125,-0.0013969873311854074,-0.08068763664659623,0.0008735727275542744,-0.06588702019622163,-0.02591673375121934,-0.0651584742185597,-0.031004327644270357,0.9996328733456383,0.9988946379664413,0.011097175942514389,-0.09638498161065151,-0.04702669655366861,0.025577384554371092,0.0037348824064662,-0.04748019403086652,-0.07848871135199798,0.061492276951347576,0.9992363306473032,0.9992850355272015,0.9993138588990184,-0.03927066667540284,0.9992341709490028,0.9992893539444047,0.999323170119782,-0.06200093145989354,-0.006000477108213014,-0.10474056132313204,-0.006204684464919172,-0.16284696388575318,-0.35747106267582807,-0.35823346458534694,-0.3579477432211597,-0.05239925739763351,-0.06502178722760996,-0.06465772351500755,-0.06489240523936043,-0.026697194369213962,-0.004146990329628084,0.023497425518623064
-0.10641356653359416,-0.06783246688618008,-0.062286203838065435,-0.07377880838148444,-0.06833496313840755,1.0,0.9980104615682543,-0.06796520670832878,-0.07657248481756342,0.014452433115701253,0.013793266894804694,0.4231606801737021,-0.009902132443447245,-0.020378908179035836,-0.015825462249723598,0.014525930291400192,0.15579458616803185,0.014452433115701253,-0.01974051914960819,0.010633134532227376,-0.0683845138862128,-0.06770987418224843,-0.021956448536868456,0.4946078366171233,0.032336990313780144,-0.18465875861300587,0.06924219385949841,-0.1870884043305805,-0.13580485679557525,0.18520776706101702,-0.06447172785814748,-0.07109076695583974,-0.06758420999558346,0.2653975842036327,-0.06405753902656516,-0.07148467086662427,-0.06761133054686087,0.292379314381049,0.09811292253496631,0.2799943736446265,-0.002878373719573042,-0.07728728660287147,0.2380095292503892,0.22820270670049972,0.23324662380434852,0.3442048343906301,0.22933704853134632,0.21895620677751232,0.22428072227918103,0.34016401462597207,0.6917315683226186,0.685611995655592
-0.13735291409792688,-0.1135661070913816,-0.10796334967200973,-0.11944921162284504,-0.11394643401818369,0.9980104615682543,1.0,-0.11365879341668797,-0.11712954122120775,0.011316772120373228,0.010646273870783533,0.4345503499147936,-0.018200723720942752,-0.020802711787622382,-0.01008493257535141,0.012443140848645725,0.1559115905271412,0.011316772120373228,-0.01602777481879941,0.007852240048527722,-0.11390384863500286,-0.1130016455106267,-0.029048708282099198,0.4996306475514147,0.035490828336393374,-0.18332162610671723,0.06807780396192308,-0.1845403181591498,-0.1330225294588114,0.18250846833365483,-0.11018438407271888,-0.1168316585453329,-0.11332322179844675,0.26857572624745935,-0.10977190454354128,-0.1172255639234285,-0.11334937052836422,0.2963340220463826,0.09241229663822467,0.2868565552365857,-0.002193924431283269,-0.06835586207099964,0.249241334528116,0.23949453097834772,0.24451461070198546,0.3450697572119415,0.22681338466760048,0.21646425576876174,0.2217760319933881,0.33916167071665787,0.6853478686300342,0.6766626853754167
0.7124288415247656,0.9998249228133061,0.9999140264895581,0.9999100554314162,0.9998200622004753,-0.06796520670832878,-0.11365879341668797,1.0,0.924393546618505,-0.010333951936655343,-0.010182186125629065,-0.17548489960764202,0.06700722711109443,-0.0012714600002147762,-0.08090384055076658,0.009979500333920121,-0.06556443128340503,-0.010333951936655343,-0.06566940737656375,-0.016632762322007666,0.9995880084342805,0.9987799998483642,0.013467479272620146,-0.09503865507154448,-0.04569985444727242,0.025486353980936165,0.003923300567660606,-0.048475801936334884,-0.07918173251236445,0.06238972733025946,0.9996094897787141,0.9996494392123008,0.9996874226626761,-0.0390492112663638,0.9996059612769981,0.9996516065035871,0.9996901069307447,-0.061702039954927575,-0.002592062022937596,-0.10454459208459706,-0.009079374472941016,-0.16314747843952707,-0.3571072254615094,-0.35787460348233174,-0.3575832844350971,-0.05216789796184111,-0.06473025837833866,-0.06437313021365408,-0.06460076155412613,-0.026427505989238133,-0.004003672485838228,0.023718924991967556
0.7792016238737731,0.9244625830197727,0.9245986691797716,0.9245042018161684,0.9245297212384712,-0.07657248481756342,-0.11712954122120775,0.924393546618505,1.0,-0.010568518877562712,-0.010434435633886725,-0.15549083083967566,0.02942927903282838,-0.012594178267323035,-0.08349238047539129,0.005118118537349218,-0.009072585124478562,-0.010568518877562712,-0.0577077698729767,-0.014754466415604425,0.924806499775578,0.9250831300306932,-0.02232415395007575,-0.0835575747884086,-0.03394789141317455,0.012894484373103754,-0.014821791725718016,-0.050480310159620366,-0.08337191299680506,0.06373473291880508,0.9244179860898132,0.9243638406641471,0.9244511063110815,-0.030299283857888035,0.9243953085287256,0.924432746571783,0.9244568197342977,-0.05568881359193846,-0.10041316152616386,-0.09150825348139333,-0.013820809377073369,-0.17053388445816078,-0.4298445568103879,-0.43119822417335263,-0.43060913053354144,-0.04807092154601808,-0.16157872942696927,-0.1619348341774842,-0.1618073516669608,-0.024119872858359735,-0.011659764752917008,0.012934007010762272
-0.009210424124810303,0.0059432780450804175,-0.009159046401124806,-0.011023270267115522,-0.02591673375121934,0.014452433115701253,0.011316772120373228,-0.010333951936655343,-0.010568518877562712,1.0,0.9999988575659554,0.009500256146217708,0.020569194506793155,-0.001927271228706331,-0.007178863575481608,0.5653030474925848,0.017549664219818243,1.0,-0.041189913552323335,0.9307206975969053,-0.019575282550814796,-0.02245266576171425,0.09799694316132802,0.0768012162252383,0.06306647317025173,-0.01392034213212491,0.009661239815099103,-0.05185245021293416,-0.0418237520322769,0.04804133784991882,0.0047129978693980475,0.00424542754488369,0.004865840300170697,0.011281815858785783,0.004575492922586,0.003915735055751776,0.0043952881977064075,0.015066625085247172,0.14024720515278433,0.012188200390264442,-0.21013471035328646,-0.010918098021992135,0.007600724283966414,0.0072943882119338105,0.007549975547363806,0.011275872591000517,0.0006116068917970096,0.00015611302648568066,0.0005043691447920649,0.014040696801076715,-0.004035156908604672,-0.0008774595526097769
