index,exchangeCD,ticker,dataDate,barTime,closePrice,highPrice,lowPrice,openPrice,totalValue,totalVolume,vwap,bcClosePrice,ret,retLog,retVar,retSkr,retKur,retAc,retBc,corrBc,label,label5,retTrackBc,ma5,ma10,ma20,maDiff20,maDiff10,priceAmp,sIndicator,index,barTime,spread_max,spread_min,spread_mean,spread_std,lastPrice_max,lastPrice_min,lastPrice_mean,lastPrice_std,midPrice_max,midPrice_min,midPrice_mean,midPrice_std,trackError_max,trackError_std,midSpread_z_score_,deal_sum,volumePerDeal_max,volumePerDeal_min,volumePerDeal_mean,volumePerDeal_std,valuePerDeal_max,valuePerDeal_min,valuePerDeal_mean,valuePerDeal_std,volumePerDeal,valuePerDeal
20,XSHE,002180,2019-12-02,09:50,28.05,28.09,28.04,28.08,364702.0,13000,28.054,6124.5109999999995,0.0,0.0,8.801942259040164e-06,-6.35953314102096e-05,3.336468086736027,-0.10617637048999676,0.0001801284513458512,0.2945002932957938,0.0,-0.0017825311942959443,-0.0001801284513458512,28.05400000000001,28.02200000000001,28.018499999999996,0.03550000000001319,0.03200000000000003,0.0017825311942959254,0.0,21,09:50,-0.00999999999999801,-0.05000000000000071,-0.027777777777777582,0.016289858106324374,28.06,27.93,28.006666666666668,0.041016495964142946,28.064999999999998,27.935000000000002,28.014444444444443,0.040252471202505795,0.00033881520108077417,0.0014475920776655653,0.5127786259117014,31392,690.6871704745167,682.9684151156232,686.1687499501714,2.5994913492816356,19374.11210310486,19157.068448956572,19247.140217050855,73.13536228487936,0.41411824668705405,11.617673292558614
21,XSHE,002180,2019-12-02,09:51,27.96,28.06,27.93,28.05,1360447.0,48600,27.992736625514404,6122.41,-0.0032085561497325887,-0.0032137146030959407,7.293038779110014e-06,-5.569248830009612e-05,3.932373894568188,-0.1663366207133171,-0.00034304779597904567,0.5053786239526897,-0.0032085561497325887,0.001072961373390413,-0.002865508353753543,28.04600000000001,28.025000000000006,28.003999999999998,0.04200000000001225,0.02100000000000435,0.004649499284692382,1.4554306255396043e-05,22,09:51,-0.010000000000001563,-0.05999999999999872,-0.02849999999999948,0.01460893742308275,27.99,27.91,27.940500000000004,0.020124611797497687,27.965,27.925,27.95025,0.013325381400683982,-0.0020228870759176117,0.0007174077863122071,0.485151739621454,36684,686.9630665920537,679.3285256410256,682.0754849472681,2.4398237454281917,19268.078545047567,19051.481495726497,19129.638883547275,69.173176846662,1.324828263002944,37.08556864027914
22,XSHE,002180,2019-12-02,09:52,27.95,27.99,27.91,27.94,1232317.0,44100,27.943696145124715,6125.986,-0.0003576537911302857,-0.00035771776450133075,7.156545291478847e-06,-6.0941568935898316e-05,4.226772613014889,-0.4141094704915074,0.0005840837186663617,0.4900691159273294,-0.0003576537911302857,-0.0017889087656529634,-0.0009417375097966474,28.026000000000003,28.020000000000003,27.991999999999997,0.034000000000006025,0.006000000000000227,0.002862254025044662,1.7031132910965987e-06,23,09:52,-0.00999999999999801,-0.029999999999997584,-0.01555555555555483,0.007838233761296068,27.99,27.94,27.966666666666672,0.01495090003192758,27.985,27.945,27.967777777777783,0.012744343869092078,-0.0018902133965120632,0.0005453996631156101,0.15923006397556402,34207,679.0192205018686,673.2720125786163,675.7791267586684,1.4662239319210917,19042.802648158035,18881.062557651992,18951.400206500875,41.263407479487284,1.2892098108574268,36.02528722191364
23,XSHE,002180,2019-12-02,09:53,27.99,27.99,27.94,27.96,811044.0,29000,27.96703448275862,6125.974,0.0014311270125222375,0.0014301039262538673,7.211805941244797e-06,-6.874416455873488e-05,4.465294506603555,-0.36231933483567913,-1.9588683356497327e-06,0.5606493538268543,0.0014311270125222375,-0.0025008931761342224,0.0014330858808578872,28.000000000000007,28.019000000000005,27.984499999999997,0.015500000000010061,-0.01899999999999835,0.0017863522686672798,8.4038671844673e-06,24,09:53,-0.010000000000001563,-0.030000000000001137,-0.01611111111111205,0.00849836585598731,28.0,27.97,27.988888888888894,0.011318329168362042,27.994999999999997,27.975,27.99027777777778,0.006745853240895701,-0.001497910422164884,0.000403786581188744,0.09240822848193399,35103,674.9885832900882,670.7034587995931,672.7919558383998,1.2996948632829106,18928.602677737414,18807.957456765005,18866.70169604872,36.59079485828365,0.8261402159359599,23.104691906674642
24,XSHE,002180,2019-12-02,09:54,27.99,28.0,27.97,27.99,657811.0,23500,27.99195744680851,6125.361999999999,0.0,0.0,6.512616949422403e-06,-7.760331152899712e-05,5.730980999300684,-0.3648524868520601,-9.990248081381825e-05,0.48493721457470373,0.0,-0.003215434083601254,9.990248081381825e-05,27.988000000000007,28.012000000000008,27.982499999999998,0.005500000000008498,-0.02400000000000091,0.0010718113612004695,0.0,25,09:54,-0.010000000000001563,-0.08999999999999986,-0.0399999999999995,0.027909628596973896,28.1,27.95,27.9925,0.038780760286786106,28.045,27.97,27.995500000000003,0.028649423618709445,0.0021299006132671737,0.0013889365368640358,0.11416451543873282,40165,674.715281234445,669.8007831620166,671.3522500489886,1.3249345244989446,18919.38942757591,18781.342320117474,18825.34727061238,36.960685047644255,0.5850865181127848,16.377716917714427
25,XSHE,002180,2019-12-02,09:55,28.0,28.1,27.95,27.99,1318469.0,47100,27.992972399150744,6130.2919999999995,0.00035727045373357136,0.000357206647841668,6.490798832691516e-06,-7.683785283030241e-05,5.72365994402036,-0.4110638945730197,0.0008048503908830718,0.496453499578404,0.00035727045373357136,-0.002142857142857113,-0.0004475799371495004,27.978,28.01600000000001,27.98,-0.0019999999999988916,-0.03800000000000736,0.0053571428571429335,1.6462153539986213e-06,26,09:55,-0.00999999999999801,-0.05000000000000071,-0.016315789473684703,0.011160708020047979,28.0,27.96,27.99105263157895,0.011002392084403125,27.994999999999997,27.975,27.990789473684213,0.005836465324609826,-0.0013809115454186999,0.00038918952914843293,-0.023676423509702605,39631,672.8778957528957,669.0490767735665,671.0908063585407,1.1116216339493363,18867.175366795367,18760.197939747326,18816.884167798966,31.153616722340338,1.1884635764931493,33.268628094168704
26,XSHE,002180,2019-12-02,09:56,27.99,28.0,27.96,27.99,1315546.0,47000,27.990340425531915,6128.52,-0.0003571428571429447,-0.000357206647841668,6.493787953895224e-06,-7.581775064728865e-05,5.67340315134723,-0.37475103167787827,-0.0002890563777384614,0.5107709939880735,-0.0003571428571429447,-0.00035727045373346034,-6.808647940448331e-05,27.984,28.015000000000008,27.977000000000004,0.006999999999997897,-0.03100000000000591,0.0014290818149338745,1.6473771571948416e-06,27,09:56,-0.00999999999999801,-0.05999999999999872,-0.020499999999999474,0.013945382182303531,27.99,27.91,27.966,0.018180382718455658,27.985,27.915,27.966250000000002,0.018127835531376413,-0.0017289965660782875,0.0006331225247361368,0.014403780047889654,42873,669.326569136385,663.1037173015145,666.8816721433271,2.0383992655890295,18766.98601226994,18591.496723267555,18698.02772316194,57.572265269262275,1.0962610500781378,30.684719986938166
27,XSHE,002180,2019-12-02,09:57,27.9,27.99,27.9,27.99,1148428.0,41100,27.94228710462287,6121.3730000000005,-0.003215434083601254,-0.0032206147000422014,3.638663630896643e-06,-1.733487348467492e-05,2.4069097367060386,-0.14757373488805392,-0.001166186942361258,0.3727952407843504,-0.003215434083601254,-0.00035842293906807043,-0.002049247141239996,27.974000000000007,28.000000000000007,27.981,-0.006999999999994344,-0.0259999999999998,0.0032258064516128985,1.5860566677395022e-05,28,09:57,-0.00999999999999801,-0.060000000000002274,-0.0324999999999994,0.012926920095595021,27.97,27.9,27.911499999999997,0.015652475842498893,27.935000000000002,27.905,27.92825,0.007656266783010497,-0.0022946895556074636,0.0005633128516854706,1.0063382604133848,44756,664.6596223021583,661.2873614190687,662.8130220164259,1.1482848663829548,18633.364820143885,18538.15315299335,18581.350831107142,32.53872850546567,0.9183126284743945,25.659755116632407
28,XSHE,002180,2019-12-02,09:58,27.92,27.97,27.9,27.9,977208.0,35000,27.92022857142857,6119.056,0.0007168458781363629,0.0007165890668519026,3.638545612145307e-06,-1.733092085971476e-05,2.4069323436623016,-0.12939022573492184,-0.000378509853916964,0.3754559344084369,0.0007168458781363629,0.0010744985673352137,0.001095355732053327,27.96,27.980000000000008,27.984999999999996,-0.024999999999995026,-0.02000000000000668,0.002507163323782245,3.831702393010536e-06,29,09:58,-0.00999999999999801,-0.08999999999999986,-0.033684210526315074,0.03235403569465596,27.93,27.89,27.901052631578942,0.014867838833498506,27.945,27.895,27.913684210526316,0.019638546652435022,-0.003668804169536979,0.0004801081250689128,0.5450246135319607,43912,666.6393301846286,659.5701715794105,662.6272936338322,1.795037141537518,18684.72106483469,18489.62972283326,18573.471736466654,49.20368387145862,0.7970486427400255,22.253780287848425
29,XSHE,002180,2019-12-02,09:59,27.9,27.93,27.89,27.93,2087319.0,74800,27.90533422459893,6120.464,-0.0007163323782236608,-0.0007165890668519026,3.6704869683501422e-06,-1.4877455951197766e-05,2.3060115390769957,-0.13391421858474684,0.0002301008521576886,0.3798147795088059,-0.0007163323782236608,0.0017921146953405742,-0.0009464332303813494,27.942,27.965000000000003,27.987499999999994,-0.045499999999993435,-0.02300000000000324,0.0014336917562723709,2.6191705735218453e-06,30,09:59,-0.05999999999999872,-0.1599999999999966,-0.10799999999999947,0.02284962282309877,28.08,27.9,27.961000000000006,0.061635601468802016,28.0,27.945,27.982000000000006,0.013611140947573321,0.0018929104217952938,0.002197053882353837,0.3775559374179639,47663,664.3535139712109,660.2015018773467,662.3503580198726,1.6028833256616735,18619.89769686706,18503.10236128494,18563.470485300964,45.051033504819365,1.5693514885760442,43.79327780458637
