index,closePrice,highPrice,lowPrice,openPrice,totalValue,totalVolume,vwap,bcClosePrice,ret,retLog,retVar,retSkr,retKur,retAc,retBc,corrBc,label,label5,retTrackBc,ma5,ma10,ma20,maDiff20,maDiff10,priceAmp,sIndicator,index,spread_max,spread_min,spread_mean,spread_std,lastPrice_max,lastPrice_min,lastPrice_mean,lastPrice_std,midPrice_max,midPrice_min,midPrice_mean,midPrice_std,trackError_max,trackError_std,midSpread_z_score_,deal_sum,volumePerDeal_max,volumePerDeal_min,volumePerDeal_mean,volumePerDeal_std,valuePerDeal_max,valuePerDeal_min,valuePerDeal_mean,valuePerDeal_std,volumePerDeal,valuePerDeal
1.0,0.7339463001012874,0.7283978425589592,0.7399545239580051,0.7351613492337185,0.37673020136107277,0.37412693092522153,0.7354431003657972,0.7317994717881638,0.013727474437792495,0.01379522787143717,-0.15798557501102076,0.22074323689413422,0.17079491485688617,-0.04427023640541035,0.04441578486409333,-0.3310852560008182,0.013727474437792495,0.01796300233319484,0.0032043267544756638,0.7367174639081244,0.7381824004857246,0.7405415905992738,0.09092597827814575,0.053159857041662095,-0.16387233440438057,-0.23234744125819456,0.22639944287985253,0.21366353790894502,0.29402237018229066,0.3416125079460205,-0.2324221123169235,0.7284826020094145,0.7406234450085882,0.7368950411707587,-0.18330573568224867,0.7322711240677242,0.7368150929997875,0.7348142207134768,0.011151679701980284,-0.002103042868623313,-0.20573148459285864,-0.11637365253803023,0.6668818926693761,0.7766499399571867,0.7785244583304672,0.7776841864316145,0.1510968986039164,0.7871425139068835,0.7888899837695237,0.7881090632561494,0.15761801738164416,0.1282095401772084,0.13568472807673113
0.7339463001012874,1.0,0.9970092391973276,0.997238432416525,0.9942612293454817,0.4968273184407366,0.4921675878546451,0.9979317073489233,0.8972629311229009,0.07135059083155124,0.07133972651332264,0.01776900839982152,0.3809073241682148,0.2950471916421116,0.058206737089533576,0.03497348372980761,-0.5107152568916238,0.07135059083155124,-0.0467451933476432,0.06603669641893821,0.994863678050692,0.9888987821299298,0.9761179210478409,0.259094508702517,0.17032121429330316,-0.04691879750279096,-0.24117918941587196,0.17937308828258805,0.18568013846679715,0.2174700778315163,0.3092789164236956,-0.18799881991182876,0.9965688110772084,0.9972229410302578,0.9981012345633885,-0.08525386013691552,0.9972116909048562,0.9974975517721479,0.9980330118223818,0.09221893003277842,0.6208975245881287,-0.10419217646567665,-0.06444861591319505,0.6764124995884363,0.8413151378526423,0.8427421252756103,0.8420479317966727,0.18460399520290194,0.8468262110388407,0.8481137991545122,0.8474901245667589,0.19070072396063603,0.20564725123551897,0.21438856049533672
0.7283978425589592,0.9970092391973276,1.0,0.9961076686359152,0.9965247803813693,0.5077379333597559,0.5032038816592607,0.9984889235973331,0.8940697329504566,0.025158743424357515,0.02510581910477277,0.03971032534851621,0.386594852893561,0.3008345407659188,0.06159577856763575,0.021677542047558354,-0.49906545507733535,0.025158743424357515,-0.03718281086287992,0.020929022563615285,0.9953948946204362,0.9899497587600287,0.9770485325964933,0.2568988756963499,0.1639250664946594,-7.793422479263544e-05,-0.2334433979563478,0.17035181183087425,0.18596929814847318,0.19809266199148515,0.29548282633008727,-0.16898122660531834,0.9959381725037596,0.9950787050282297,0.9964915318216291,-0.07033992034260954,0.9964034297420689,0.9955582325971336,0.9967423558216973,0.10453333019026494,0.6223370429331259,-0.08888153584490402,-0.05332637829966948,0.6713165270608097,0.8401452924951288,0.8414928612635248,0.8408291002110151,0.18693877449698287,0.845633993000912,0.8468481082136543,0.8462518865715146,0.1928454962504164,0.22026991656629907,0.2287899621097289
0.7399545239580051,0.997238432416525,0.9961076686359152,1.0,0.9970807507996648,0.47526206661201126,0.47054280047500496,0.998638769161263,0.8980526948192695,0.020988960280561002,0.021014555447835787,0.008867786714106372,0.3803867085629942,0.2874819874073457,0.05420442790584475,0.02418304873906619,-0.5153476291122893,0.020988960280561002,-0.03507529291169274,0.015922903299323783,0.9966770019026,0.9916870645661973,0.9798363653913396,0.24851104490556405,0.15840250406046472,-0.08820888101679432,-0.25403203665752155,0.179741463604143,0.1982885646255099,0.24052942154819537,0.330353600769051,-0.2061913879154508,0.9945321560680358,0.9969399934325975,0.9967281724484163,-0.10494678582022834,0.9955908942401914,0.9968393990046008,0.9969464219396562,0.08068886093490539,0.6096610948700358,-0.12417047243494439,-0.05240929514379928,0.6766620764680388,0.8440806926725699,0.845645782546758,0.8448455915334511,0.17866056111669693,0.8497399789932503,0.8511635942233154,0.8504352260412934,0.18474773697053037,0.1895776538069197,0.19822985498007456
0.7351613492337185,0.9942612293454817,0.9965247803813693,0.9970807507996648,1.0,0.482536931325017,0.47798647468584143,0.9972283403971157,0.8945461879202758,-0.023802232250103313,-0.023813485824764214,0.022974308984885543,0.3781580224652713,0.28808612425112445,0.05824746793387841,0.002870016932518992,-0.5063506270202957,-0.023802232250103313,-0.03344400213538021,-0.0256942724602603,0.9964859344162262,0.9912428112779498,0.9790818043078069,0.25169423682493836,0.1615247539590465,-0.05024817105899042,-0.24654105463135245,0.17277082865637333,0.19375186909336398,0.22589566286556328,0.3159881040207545,-0.19416074426398075,0.9922888196359549,0.9937256717597998,0.994019204881286,-0.09494056122791958,0.9931660413998655,0.9938282062134806,0.9942838060770068,0.08592162434144976,0.6081122694543635,-0.11411651921357187,-0.047732335324411936,0.6721268141052517,0.8430616997495506,0.8445969040552076,0.8438182933687116,0.1792917003179412,0.8486675029627742,0.8500635347278781,0.8493549337935573,0.18528734429647759,0.20012599508808307,0.20854912650920748
0.37673020136107277,0.4968273184407366,0.5077379333597559,0.47526206661201126,0.482536931325017,1.0,0.9999066305784575,0.49077407063367917,0.45421639615546,0.17787935291646012,0.17730191208216806,0.13590553522993765,0.23333422603388998,0.206779529395299,0.08079493869556342,0.04906653177744872,-0.15354936244612408,0.17787935291646012,0.011747431058329226,0.17424244647078058,0.4728096864573343,0.46149546013455955,0.4453601615234441,0.22883313474121078,0.18613163379323153,0.33793849567470685,-0.15228856100128058,-0.017044583594184353,0.1151954882185266,-0.09603971882322908,0.07937411894263999,0.11137950354451895,0.5063369019062921,0.4892905877410766,0.49748803588277063,0.1123626970019914,0.5044517844000307,0.48793221562517175,0.4973927548233568,0.24181790163384898,0.3304422189573384,0.10221955145076868,-0.03991022890475312,0.2851678868668525,0.46018168631708284,0.45641073582184283,0.45903045139785886,0.3133531516151779,0.46080138776559426,0.45701660808275646,0.45964379115923615,0.3179507969047079,0.7011040565442921,0.7083377065760471
0.37412693092522153,0.4921675878546451,0.5032038816592607,0.47054280047500496,0.47798647468584143,0.9999066305784575,1.0,0.4861709119920484,0.4511648768234024,0.17686766732437117,0.17628800118833268,0.13794600163149318,0.23005774584752664,0.20450390800116322,0.08020531738124052,0.049090663237099985,-0.14675571824962386,0.17686766732437117,0.012790902878574815,0.17317501092075335,0.4682407238773539,0.4569540056200404,0.4408003989714119,0.22808157774766483,0.18534801101899923,0.34031444110126735,-0.1534096629802884,-0.021889221771462724,0.1155847683972607,-0.0974586854760105,0.07824451601791373,0.1130578083211679,0.5017622735200614,0.484645472880401,0.49289381686214095,0.11319736263520389,0.49989767376974564,0.4832688441302884,0.4927873452816297,0.24294339456546732,0.3264568188714514,0.10307098550016155,-0.040461927720409734,0.27963398525080785,0.4582596128296522,0.4544107450310021,0.45707545939054667,0.316375376024037,0.45878605287083607,0.4549264678410857,0.45759711880543064,0.3208912226455775,0.7077257839412631,0.7148244090815692
0.7354431003657972,0.9979317073489233,0.9984889235973331,0.998638769161263,0.9972283403971157,0.49077407063367917,0.4861709119920484,1.0,0.8968495930457512,0.024958801315092517,0.024944740039260924,0.023901461113313434,0.38371631049503524,0.296027728701131,0.05691243042188647,0.025031468971197023,-0.5061496429304986,0.024958801315092517,-0.03399115534379356,0.01987375117549841,0.996284918828224,0.9905680362184616,0.9778497539272994,0.2575413179583649,0.16738223961601909,-0.045840952840964254,-0.2448734798418471,0.17679446553226588,0.19665607813578534,0.2224374222868497,0.317435324645101,-0.1885887734190939,0.9960910974268344,0.9969140264374072,0.9975490791422391,-0.08835434618524507,0.9969214003103326,0.9971352284186562,0.9977827304306734,0.09304354816970595,0.6175919724817482,-0.1072815307335333,-0.05167002189203934,0.6746909158293313,0.84166510585562,0.8431241700386011,0.8423906857403798,0.18251727900330755,0.8472572894266545,0.8485783958846694,0.8479149488784115,0.18854194382166237,0.2053776777340548,0.21397322880246558
0.7317994717881638,0.8972629311229009,0.8940697329504566,0.8980526948192695,0.8945461879202758,0.45421639615546,0.4511648768234024,0.8968495930457512,1.0,0.040289131719396944,0.040319422129549407,-0.05763900888198001,0.2478768292931837,0.24081107075189281,0.07106507598954057,0.045203348886634985,-0.3721930613883667,0.040289131719396944,0.057131480161964884,0.030871428499765215,0.8949523203977086,0.8881180361439223,0.8751288051116579,0.249951026483607,0.1714320435144902,-0.08372254403894738,-0.30613170291519093,0.08874684925786769,0.25341923046145887,0.2656942131253981,0.3573077938274399,-0.225248777539476,0.8956561764478256,0.8993234666040938,0.8990378102676285,-0.12641910232487982,0.89777575265868,0.901034240395129,0.9002773736668022,0.04365480116522365,0.5004097300768109,-0.14352764688078154,-0.021444282589817402,0.6449800607983431,0.9108700910006914,0.9124268305153884,0.9116688411155404,0.2021373345322066,0.9106660056695728,0.9120776605441661,0.9113939195581988,0.20673696562351132,0.21021925972202543,0.2171175389325211
0.013727474437792495,0.07135059083155124,0.025158743424357515,0.020988960280561002,-0.023802232250103313,0.17787935291646012,0.17686766732437117,0.024958801315092517,0.040289131719396944,1.0,0.9999989818280838,-0.039481459987954805,0.022616270512264565,0.05995229114737622,0.010478678474831088,0.3103315046668693,-0.03385055817447415,1.0,-0.09965155212940335,0.9708593048606509,-0.00173958038527299,-0.008193195052494011,-0.01132860400216235,0.05440000607744657,0.07988814709080219,0.0425695591886549,0.042463150994610184,0.03385636175361503,-0.06570175200446134,-0.09335293888538779,-0.07282225422279476,0.07217309858379485,0.06043500484515302,0.05127921509687901,0.05788188883397664,0.10247702300274285,0.05788741843779999,0.05252849579501226,0.05425362988521266,0.08753334970877333,0.12206731652920001,0.10259515283411313,-0.17068729074495445,0.029960397392365425,0.005163774206875868,0.0034991300384567656,0.004636332390141671,0.089861954061784,0.004596922441901038,0.002940782599936441,0.0040778610093522745,0.09109556594837583,0.07953991931648638,0.08269081076021245
