,VIXY.P,TVIX.O,UVXY.P,VXX.BAT,SPX.GI
0,-1.8103858980466923,-3.6231884057971016,-3.260437375745527,,-0.03399873718977477
1,7.472100921882588,14.661654135338345,14.385532264693794,,-1.8278107083859634
2,2.1670428893905265,5.245901639344262,4.455623427955444,,-0.8893486028764032
3,-3.314184710561202,-6.853582554517133,-6.329549363605091,,1.1629823080879549
4,-6.398537477148077,-11.705685618729097,-12.302607418288652,,1.7888345920331596
5,3.906249999999991,6.4393939393939394,7.077051926298157,,-0.8403891103416805
6,4.746240601503766,9.252669039145907,9.46421587798201,,-0.8093661513783654
7,2.871242709735297,6.188925081433225,5.930689531975706,,-0.2578564878270053
8,1.788050588748367,3.6809815950920246,3.777403035413154,,-0.5813062584341305
9,3.08483290488432,5.9171597633136095,5.947351316217095,,-0.9247888150273165
10,-2.119700748129663,-4.189944134078212,-4.233128834355828,,1.3424199691870706
11,-0.8917197452229434,-1.749271137026239,-1.6976297245355543,,0.15499499856393825
12,-4.841473864610115,-8.902077151335313,-9.482241772564354,,0.4731650639044739
13,-6.303466906798735,-12.052117263843648,-12.814660959902662,,1.526976753341348
14,2.5468524747717436,4.444444444444445,4.748142031379025,,-0.5491602646438662
15,-4.498594189315833,-8.156028368794328,-8.868742609381158,,0.2568451423614148
16,4.3179587831207105,6.94980694980695,8.477508650519031,,-1.3387843993213806
17,8.466603951081835,15.523465703971121,16.427432216905903,,-1.3495602473454644
18,-3.3824804856895048,-6.5625,-7.089041095890411,,0.9534702521276979
19,10.188509874326764,18.394648829431436,19.277552524880207,,-1.2991960420531845
20,-5.458248472505107,-9.887005649717514,-10.290482076637824,,1.2962470989829473
21,-4.739336492890999,-8.77742946708464,-9.335170513262142,,1.443946854046579
22,2.804161013116254,4.810996563573884,5.547112462006079,,-0.4156036740925844
23,-3.7395512538495415,-6.229508196721312,-7.811375089992801,,1.029140195247635
24,4.296160877513713,6.993006993006993,8.551347130027333,,-0.34181486724978094
25,0.48203330411918427,1.3071895424836601,1.2949640287769784,,-0.4247203802536545
26,-3.794156127344088,-7.096774193548387,-7.563920454545454,,1.0675513255225448
27,0.407978241160469,1.0416666666666665,0.8835958509412217,,-0.0029005264455472294
28,-5.9142212189616234,-9.965635738831615,-11.72886519421173,,0.9644530173601454
29,-1.199616122840691,-1.9083969465648856,-2.631578947368421,,0.40747337776755166
30,0.24283632831472884,0.38910505836575876,0.48737261852015945,,0.15975278852070654
31,-0.8720930232558303,-1.937984496124031,-1.5432098765432098,,-0.031423483816920554
32,-2.1994134897360573,-4.3478260869565215,-4.299149126735333,,-0.10620666006248658
33,-3.5982008995502364,-5.785123966942149,-7.299953205428171,,0.6126486924599092
34,0.3628823224468692,0.8771929824561403,0.7067137809187279,,-0.030327441595997123
35,-4.183884297520659,-7.391304347826087,-8.37092731829574,,0.27587383749040906
36,0.700808625336919,1.8779342723004695,1.148796498905908,,-0.07657836519370974
37,-1.2312633832976414,-4.147465437788019,-2.3791238507301244,,-0.14759728648067258
38,-0.37940379403794616,0.0,-1.163982471011241,,-0.29563091617156934
39,-3.4820457018498367,-4.326923076923077,-6.502242152466367,,0.6124970301734318
40,2.198421645997745,2.0100502512562812,4.07673860911271,,-0.4538606491954564
41,-0.27578599007170684,-0.9852216748768473,-0.2304147465437788,,-0.43885035440131315
42,-1.3274336283185764,-1.4925373134328357,-2.5842956120092375,,0.11960753479815696
43,4.596412556053818,6.0606060606060606,8.935302624404352,,-1.4173932909416167
44,-1.3933547695605648,-3.3333333333333335,-2.9379760609358,,0.39444589283815734
45,3.2065217391304324,5.41871921182266,6.053811659192825,,-1.696137883939337
46,2.1590310689836785,3.7383177570093453,4.7568710359408035,,-0.1917658108954325
47,-5.927835051546388,-9.45945945945946,-11.70534813319879,,1.260145865192321
48,2.3013698630137096,2.9850746268656714,4.171428571428572,,-0.60746871899125
49,-2.249598286020364,-2.898550724637681,-4.552934722984093,,1.3533651504821254
50,-0.6575342465753508,-1.9900497512437811,-0.9770114942528736,,-0.332021583805412
51,-4.302261445118575,-7.1065989847715745,-8.879860708067325,,1.215843569816987
52,0.17291066282419365,-2.185792349726776,0.12738853503184713,,-0.4872588711598009
53,-1.61104718066742,-3.35195530726257,-2.926208651399491,,0.9012717360609173
54,-1.812865497076034,-2.312138728323699,-3.669724770642202,,-0.1745647739670716
55,-0.5360333531864173,-2.366863905325444,-1.0884353741496597,,-0.613945885327077
56,4.610778443113763,8.484848484848486,8.803301237964236,,-1.4558928998326472
57,-0.858614768173995,-1.675977653631285,-1.2010113780025284,,-0.23774289803741253
58,-1.2124711316397285,-2.272727272727273,-2.495201535508637,,0.23685042433674053
59,-3.097603740502642,-5.813953488372093,-6.102362204724409,,1.223665951810259
60,2.593486127864918,4.938271604938271,5.17120894479385,,-0.8795728200015295
61,-0.05878894767784491,0.0,-0.33222591362126247,,-0.3965394677666519
62,-1.999999999999997,-4.117647058823529,-3.933333333333333,,0.35296573756244787
63,-2.400960384153656,-3.6809815950920246,-4.163775156141568,,0.660873940472958
64,0.06150061500614514,-1.2738853503184715,-0.6517016654598118,,-0.20618853995443492
65,-1.966810079901666,-3.225806451612903,-3.8629737609329444,,0.26826178882933654
66,-3.448275862068954,-6.666666666666667,-6.595905989385899,,0.44574667371150123
67,-4.415584415584423,-8.928571428571429,-8.928571428571429,,0.5202804158417788
68,2.5815217391304244,5.098039215686274,5.080213903743315,,-0.45812203267271673
69,-0.9933774834437028,-2.2388059701492535,-2.035623409669211,,0.1629684147140076
70,-2.207357859531774,-4.580152671755725,-4.415584415584416,,0.5148293762882645
71,-2.0519835841313148,-4.0,-4.166666666666666,,-0.07784945624055137
72,3.2821229050279186,6.25,6.71077504725898,,-1.1311217630487531
73,-3.2454361054766694,-6.666666666666667,-6.554472984942426,,0.9235145446333453
74,0.0,0.0,0.0,,-0.14806703485051073
75,-1.0482180293500987,-0.8403361344537815,-2.1800947867298577,,0.5087517701414718
76,-0.9180790960452027,-1.694915254237288,-1.937984496124031,,0.23577297481924706
77,-1.0691375623663515,-2.586206896551724,-1.8774703557312251,,0.2252795880601922
78,3.09798270893371,6.1946902654867255,5.94159113796576,,-0.4141304912428156
79,-3.703703703703703,-6.666666666666667,-7.319391634980989,,0.27691899171140416
80,2.7576197387518193,5.357142857142857,5.230769230769231,,-0.37403771586375323
81,2.6836158192090287,3.389830508474576,5.458089668615984,,-1.0128865367728928
82,-4.951856946354869,-7.377049180327869,-9.704251386321626,,1.0922987662490107
83,0.2894356005788641,0.0,0.4094165813715456,,0.2940771905193222
84,3.2467532467532436,4.424778761061947,6.523955147808359,,-1.183736976765071
85,1.816911250873525,4.23728813559322,3.253588516746411,,-0.4455696687182308
86,-0.8922443376801696,-2.4390243902439024,-1.2974976830398517,,0.3773766314929168
87,-5.124653739612193,-9.166666666666666,-10.610328638497652,,1.3457854406130225
88,2.7007299270073104,4.587155963302752,5.567226890756303,,-0.5089551533481396
89,-0.4264392324093949,-0.8771929824561403,-0.7960199004975124,,-0.2949656348410955
90,-1.7844396859386153,-2.6548672566371683,-3.20962888665998,,-0.030488966805131325
91,-2.1075581395348766,-4.545454545454546,-4.196891191709844,,1.077923068125495
92,-0.8908685968819712,-0.9523809523809524,-1.903731746890211,,0.07684691905144073
93,-3.220973782771528,-6.788461538461539,-6.604917852023376,,0.30479618227470284
94,-1.4705882352941204,-3.961213121518465,-2.833530106257379,,-0.06434341536726897
95,0.235663786331499,-0.10741138560687433,-80.02820624993205,,-0.09305254649102693
96,-2.89968652037617,-5.376344086021505,-5.570356018406394,,0.23378883740622597
97,0.24213075060532546,-0.1590909090909091,0.3334188253398307,,-0.2233881791986286
98,4.025764895330113,6.76075574778056,7.822085889570553,,-1.0281929954940185
99,-3.792569659442731,-7.249466950959488,-7.32574679943101,,0.916262712669908
100,1.2067578439259965,2.2988505747126435,2.251215144538245,,-0.12667884792887404
101,0.5564387917329179,0.11235955056179776,1.3760320240180135,,-0.6318400218786439
102,-0.8695652173913225,-1.2345679012345678,-2.023692003948667,,0.20594194714790076
103,1.4752791068580515,2.5,3.2443324937027707,,-0.10086516742197672
104,-1.689587426326126,-2.4390243902439024,-3.483946520932956,,0.21188850967009173
105,3.357314148681053,6.738636363636363,6.660768452982811,,-0.8623177094419777
106,-1.7788089713843727,-3.5451932290003194,-3.4719753525299204,,-0.14361783342240905
107,2.1259842519685086,2.6490066225165565,4.173827645470169,,-0.6474486699827376
108,-1.2336160370084852,-1.7311827956989247,-2.2154136224369547,,0.04184140664075501
109,-4.137392661982825,-7.922092132618448,-8.700891781152084,,1.204240078840455
110,-2.1986970684039138,-3.7789661319073082,-4.303062302006336,,0.1738552156564844
111,1.2489592006661228,2.0624922810917625,2.4827586206896552,,-0.6994300238043303
112,4.358552631578946,7.562923523717329,8.506056527590848,,-0.4622488789987293
113,-2.0488573680063156,-3.622454719316009,-3.745968742247581,,0.5689804886707698
114,-0.3218020917135883,-0.782070736547216,-0.4896907216494845,,0.19796879248577684
115,-2.744148506860367,-5.88235294117647,-5.801605801605802,,0.990268705604527
116,1.0788381742738464,1.875,1.5947209238383282,,-0.5303501725405896
117,-4.679802955665015,-7.963190184049079,-9.174560216508794,,0.6094815615239944
118,-2.670111972437551,-90.66791080614834,-5.214541120381407,,0.0635937536801898
119,2.123893805309722,3.428571428571429,3.740961961647281,,-0.7353356557762871
120,0.6932409012131739,1.7955801104972375,1.4848484848484849,,-0.2973565148109146
121,-0.602409638554207,-1.2211668928086838,-1.0450880859958196,,-0.03900471386237823
122,17.056277056277057,33.791208791208796,34.27881713940857,,-2.0866147352592646
123,-0.7396449704142077,-1.4373716632443532,-1.2134831460674158,,0.265838533465536
124,-6.92995529061102,-13.645833333333332,-13.94449499545041,,0.693613040506805
125,6.405124099279409,12.18335343787696,12.582606397039386,,-0.030807443848613794
126,2.5583145221971537,5.161290322580645,4.954214604367222,,-0.3861747512976811
127,-5.282465150403523,-10.122699386503067,-10.0,,0.6080937373112361
128,10.06971340046476,19.56769055745165,19.43823017648521,,-1.6652733335255212
129,0.6333567909922552,1.9029495718363463,1.9562955254942769,,0.226220024625241
130,-7.622377622377618,-15.873015873015872,-15.676668707899571,,1.2338456888524867
131,-9.613928841786528,-19.42286348501665,-19.6562575647543,,1.106605926938969
132,-1.0050251256281346,-1.790633608815427,-2.0488098824947274,,0.44532291865116735
133,-0.253807106599002,-0.7012622720897616,-0.5536757920639803,,-0.07349628962278514
134,-6.5309584393553735,-12.711864406779661,-13.114754098360656,,0.8014615165606849
135,-0.8166969147005596,-2.103559870550162,-2.029191883232467,,0.11062519712468209
136,-0.3659652333028273,-0.8264462809917356,-0.2180232558139535,,0.07711695444458523
